0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
1,0.0,0.15815074312282643,6.20178723866874,6.3591077232014355,7.9904846658516275,8.071478959744438,4.572619565956973,9.331881550398592,12.99489426724902,47.792114826947746,9.329446519833834,70.10774583454536,3.882640063879704,12.417239742021637,12.680856460891665,13.766528678903933,9.595454291179433,50.12926850839511,6.877362871502716,6.951772246434217,16.942463331151703,5.724083621128051,14.1027371944564,14.113648451592042,13.362371064164929,6.53245246064172,65.66149151805638,5.108864551246522,33.16431350766917,6.196792877187419,15.854003519228273,59.66975938671394,5.905811372402683
2,0.15815074312282643,0.0,6.1558347538061255,6.506251917786968,7.99591530385273,8.018120521858311,4.730542251688336,9.354752526995423,13.15204378058345,47.677234704537234,9.291758096755816,69.95092784517234,4.02637405441985,12.55243828197431,12.838951028775607,13.91352150372369,9.63896885837297,50.01915896376081,6.763707918716025,6.837417333675307,17.096989436705275,5.787663948979779,14.260652907895237,14.271552252397813,13.37778842275355,6.41113738613175,65.50371311506221,5.194398703572527,33.17252116558361,6.070326112030519,16.01009909044379,59.55678508669495,5.980511127529176
3,6.20178723866874,6.1558347538061255,0.0,11.354109112354966,2.9317680005268905,1.8982199902393015,8.575265307827777,4.583613878976241,16.525675547673426,50.79523948188018,3.158798468697242,67.71765443081078,6.871234985483623,17.577001547168095,15.836911797723028,18.337931356381564,5.553537704925109,53.342275834027056,3.3190289511603086,3.390774623124739,20.745826824729907,4.159167525006768,17.29959740138265,17.316365210811504,8.017440376591047,3.625071136572169,64.47865040995147,4.846021709512707,39.193464602420505,3.825918535136042,19.46109306320537,62.70761051373682,4.651530865309438
4,6.3591077232014355,6.506251917786968,11.354109112354966,0.0,11.817097992521724,13.201829603778737,2.931539028311557,12.493499877575271,7.061873514100338,50.79697932927732,14.04471572157791,76.2853252412062,4.666026524853347,6.241010331031372,7.064596926136373,7.407421156966584,12.074139743836241,52.883168057363854,12.997268055777715,13.078237265342082,10.719593661556157,8.464805831963185,8.32780135494737,8.333675278483945,16.348439904330395,12.738134493804488,71.44524914178972,7.415663115376189,31.06003107800443,12.452756089152688,9.742122396958798,62.51517863026728,8.233558417751189
5,7.9904846658516275,7.99591530385273,2.9317680005268905,11.817097992521724,0.0,3.017431202544252,8.88726406588056,1.6548517762405646,15.847203582786443,53.71818596250606,2.7068632393701284,69.72207736816064,7.155434809512058,17.8152021798254,15.004361244696513,18.164454013471726,2.6844660098850825,56.25562845507336,6.109450472962715,6.170197873680647,20.057593622396592,3.3983904776185923,16.41886959690929,16.43781799657098,5.416689482407747,6.4934080856775624,66.87848497869116,4.435199948936019,41.13717395965006,6.735104639418903,18.70783701523026,65.63137405094662,3.7386744243315895
6,8.071478959744438,8.018120521858311,1.8982199902393015,13.201829603778737,3.017431202544252,0.0,10.381881608910296,4.395830792615727,18.12161158918087,51.497135507520035,1.5505938089638787,66.74179197534335,8.65341261166574,19.40683232654124,17.37586682807942,20.08543378123326,5.615371446215261,54.10426468579948,3.576965217973494,3.6133811624364816,22.350122699965343,5.530533006704354,18.82576368011337,18.843409846422965,7.000967208365339,4.094772510925425,63.8649549105006,6.383795719117673,40.93736231851233,4.4644602060490195,21.039952447147087,63.39640449887432,5.994729943883026
7,4.572619565956973,4.730542251688336,8.575265307827777,2.931539028311557,8.88726406588056,10.381881608910296,0.0,9.579144456766896,8.520902889818855,51.36858009389309,11.154160019758661,74.60755475002992,1.7501743404246828,9.032855227105237,8.131910633394538,9.809847108250665,9.215382459938,53.580597099030214,10.550831209637963,10.635029088864075,12.594913738704362,5.534806448592798,9.570528341151833,9.58244085907453,13.477289361991833,10.371294970138045,70.23369690257745,4.486131476814505,33.501107429594136,10.147931494464226,11.430848183381235,63.18074733852821,5.316029287203705
8,9.331881550398592,9.354752526995423,4.583613878976241,12.493499877575271,1.6548517762405646,4.395830792615727,9.579144456766896,0.0,15.819520774634201,55.373037736246296,3.5757160938390933,70.79056137883309,7.919728302276853,18.277985265852347,14.897122816192189,18.39801291934149,1.2949543628537763,57.909562396990374,7.705027461776416,7.761703953463945,19.97519499714401,4.089961736375907,16.26143825098625,16.281459440992673,4.06167728403739,8.113369202918632,68.17870667581931,5.117430463472408,42.370011373549,8.371045999455468,18.60003664241192,67.28621781969295,4.263138505461078
9,12.99489426724902,13.15204378058345,16.525675547673426,7.061873514100338,15.847203582786443,18.12161158918087,8.520902889818855,15.819520774634201,0.0,57.04409002872605,18.48795352599157,83.10114713391607,9.900477034067876,5.5190477580373045,1.1529402318142978,3.639744520589916,14.893245201260523,58.97922673182025,18.939715031233234,19.02530579242885,4.2287634754004095,12.625333692892884,1.361225021290012,1.359652762439181,18.83853868454306,18.81421887816174,78.47737295435726,11.738305514758041,33.60102944657522,18.622133251247952,2.944065361279094,68.61861991906306,12.193619486436555
10,47.792114826947746,47.677234704537234,50.79523948188018,50.79697932927732,53.71818596250606,51.497135507520035,51.36858009389309,55.373037736246296,57.04409002872605,0.0,52.95931074065157,54.42798921379396,51.49453781013518,52.43665393140918,57.47751206227912,55.019719540100844,56.2248275125128,3.1429067938389315,47.92042752677743,47.883953107709225,59.02367440514623,53.084472074035695,58.40396775738035,58.40124682085663,58.48762539901282,47.4194705075765,41.79932227781984,52.75066228438111,36.396872338368176,47.09252013895695,58.77885837704008,11.914708537296272,53.40661219780638
